WID,title,publication_date,paperAbstract,paperYear
20055,Inflation in the Great Recession and New Keynesian Models | NBER,2014-04-17T12:00:00Z,"It has been argued that existing DSGE models cannot properly account for the evolution of key macroeconomic variables during and following the recent great recession. We challenge this argument by showing that a standard DSGE model with financial frictions available prior to the recent crisis successfully predicts a sharp contraction in economic activity along with a modest and protracted decline in inflation, following the rise in financial stress in 2008Q4. The model does so even though inflation remains very dependent on the evolution of economic activity and of monetary policy.",2014
20056,Promise Scholarship Programs as Place-Making Policy: Evidence from School Enrollment and Housing Prices | NBER,2014-04-17T12:00:00Z,"Following the example of the Kalamazoo Promise initiated in 2005, place-based ""Promise'' scholarship programs have proliferated over the past 8 years. These programs guarantee money towards the costs of attendance at selected colleges and universities provided that a student has resided and attended school within a particular public school district continuously for at least the four years prior to graduation. While some early programs have been studied in isolation, the impact of such programs in general is not well understood. In addition, although there is substantial and controversial variation from the original program's design, there is no direct evidence on how outcomes vary along with these design choices. We use a difference-in-difference approach to compare the evolution of both school enrollments and residential real estate prices around the announcement of these programs within the affected Promise zone and in the surrounding area. Taken together, our estimates suggest that these scholarships have important distributional effects that bear further examination. In particular, while estimates indicate that public school enrollments increase in Promise zones relative to their surrounding areas following Promise announcements, schools associated with merit-based programs experience increases in white enrollment and decreases in non-white enrollment. Furthermore, housing price effects are larger in neighborhoods with high quality schools and in the upper half of the housing price distribution, suggesting higher valuation by high-income households. These patterns lead us to conclude that such scholarships are primarily affecting the behavior of households living above the median income for whom they present the greatest value and that merit-based versions disproportionately impact white households.",2014
20057,"Co-residence, Life-Cycle Savings and Inter-generational Support in Urban China | NBER",2014-04-17T12:00:00Z,"We use unique data characterizing individual savings for twins and non-twins in urban China to examine why the savings rates of the young are elevated relative to the middle-aged, despite rising individual life-cycle incomes. We show that inter-generational co-residence masks the true life-cycle patterns of individual savings in standard Chinese household data sets, which are aggregated at the household level. Moreover, we show that to understand life-cycle savings behavior it is necessary to take into account inter-generational co-residence, an important phenomenon in China and in many developing countries. To test a model that describes joint life-cycle savings and co-residence decisions by two generations, we use a variety of standard twins methods. The estimates provide support for the model, including that individuals born into larger families provide less financial support to parents and are more likely to co-reside with parents when young, but do not have different savings rates. We also found that inter-generational co-residence is lower the higher the incomes of the young but higher when the parents have higher incomes and that inter-generational co-residence, net of income, is associated with higher savings for the young but not higher savings for the old. Our results highlight the importance of high housing costs and the prevalence of inter-generational shared housing as key reasons for the higher savings rates for the urban young in China, but also indicate that in urban China neither old-age support by the young nor the one-child policy are major factors.",2014
20058,Bequests and Heterogeneity in Retirement Wealth | NBER,2014-04-17T12:00:00Z,"Households hold vastly heterogenous amounts of wealth when they reach retirement, and differences in lifetime earnings explain only part of this variation. This paper studies the role of intergenerational transmission of ability, voluntary bequest motives, and the recipiency of accidental and intended bequests (both in terms of timing and size), in generating wealth dispersion at retirement, in the context of a rich quantitative model. Modeling voluntary bequests, and realistically calibrating them, not only generates more wealth dispersion at retirement and reduces the correlation between retirement wealth and lifetime income, but also generates a skewed bequest distribution that is close to the one in the observed data.",2014
20059,"Economic Well-being and Anti-Semitic, Xenophobic, and Racist Attitudes in Germany | NBER",2014-04-17T12:00:00Z,"The fear and hatred of others who are different has economic consequences because such feelings are likely to translate into discrimination in labor, credit, housing, and other markets.  The implications range from earnings inequality to intergenerational mobility.  Using German data from various years between 1996 and 2010, we analyze the determinants of racist and xenophobic feelings towards foreigners in general, and against specific groups such as Italians and Turks.  We also analyze racist and anti-Semitic feelings towards German citizens who differ in ethnicity (Aussiedler from Eastern Europe) or in religion (German Jews).  Individuals' perceived (or actual) economic well-being is negatively related to the strength of these feelings. Education, and having contact with foreigners mitigate racist, anti-Semitic and xenophobic feelings.  People who live in states which had provided above-median support of the Nazi party in the 1928 elections have stronger anti-Semitic feelings today. The results are not gender-driven.  They are not an artifact of economic conditions triggering feelings about job priority for German males, and they are not fully driven by fears about foreigners taking away jobs.  The results of the paper are consistent with the model of Glaeser (2005) on hate, and with that of Akerlof and Kranton (2000, 2005) on identity in the utility function.",2014
20060,"Localized and Biased Technologies: Atkinson and Stiglitz's New View, Induced Innovations, and Directed Technological Change | NBER",2014-04-17T12:00:00Z,"This paper revisits the important ideas proposed by Atkinson and Stiglitz's seminal 1969 paper on technological change. After linking these ideas to the induced innovation literature of the 1960s and the more recent directed technological change literature, it explains how these three complementary but different approaches are useful in the study of a range of current research areas though they may also yield different answers to important questions. It concludes by highlighting several important areas where these ideas can be fruitfully applied in future work.",2014
20061,"Firms, Destinations, and Aggregate Fluctuations | NBER",2014-04-17T12:00:00Z,"This paper uses a database covering the universe of French firms for the period 1990--2007 to provide a forensic account of the role of individual firms in generating aggregate fluctuations. We set up a simple multi-sector model of heterogeneous firms selling to multiple markets to motivate a theoretically-founded decomposition of firms' annual sales growth rate into different components. We find that the firm-specific component contributes substantially to aggregate sales volatility, mattering about as much as the components capturing shocks that are common across firms within a sector or country. We then decompose the firm-specific component to provide evidence on two mechanisms that generate aggregate fluctuations from microeconomic shocks highlighted in the recent literature: (i) when the firm size distribution is fat-tailed, idiosyncratic shocks to large firms directly contribute to aggregate fluctuations; and (ii) aggregate fluctuations can arise from idiosyncratic shocks due to input-output linkages across the economy. Firm linkages are approximately three times as important as the direct effect of firm shocks in driving aggregate fluctuations.",2014
20062,Rare Booms and Disasters in a Multi-sector Endowment Economy | NBER,2014-04-17T12:00:00Z,"Why do value stocks have higher average returns than growth stocks, despite having lower risk? Why do these stocks exhibit positive abnormal performance while growth stocks exhibit negative abnormal performance? This paper offers a rare-events based explanation that can also account for the high equity premium and volatility of the aggregate market. The model explains other puzzling aspects of the data such as joint patterns in time series predictablity of aggregate market and value and growth returns, long periods in which growth outperforms value, and the association between positive skewness and low realized returns.",2014
20063,In Search of the Armington Elasticity | NBER,2014-04-17T12:00:00Z,"The elasticity of substitution between goods from different countries---the Armington elasticity---is important for many questions in international economics, but its magnitude is subject to debate: the ""macro"" elasticity between home and import goods is often found to be smaller than the ""micro"" elasticity between foreign sources of imports. We investigate these two elasticities in a model using a nested CES preference structure. We explore estimation techniques for the macro and micro elasticities using both simulated data from a Melitz-style model, and highly disaggregate U.S. production data matched to Harmonized System trade data. We find that in up to one-half of goods there is no significant difference between the macro and micro elasticities, but in the other half of goods the macro elasticity is significantly lower than the micro elasticity, even when they are estimated at the same level of disaggregation.",2014
20064,"Disease and Development: A Reply to Bloom, Canning, and Fink | NBER",2014-04-24T12:00:00Z,"Bloom, Canning, and Fink (2014) argue that the results in Acemoglu and Johnson (2006, 2007) are not robust because initial level of life expectancy (in 1940) should be included in our regressions of changes in GDP per capita on changes in life expectancy. We assess their claims controlling for potential lagged effects of initial life expectancy using data from 1900, employing a nonlinear estimator suggested by their framework, and using information from microeconomic estimates on the effects of improving health. There is no evidence for a positive effect of life expectancy on GDP per capita in this important historical episode.",2014
20065,Declining Migration within the U.S.: The Role of the Labor Market | NBER,2014-04-17T12:00:00Z,"Interstate migration has decreased steadily since the 1980s.  We show that this trend is not primarily related to demographic and socioeconomic factors, but instead appears to be connected to a concurrent secular decline in labor market transitions.  We explore a number of reasons for the declines in geographic and labor market transitions, and find the strongest support for explanations related to a decrease in the net benefit to changing employers.  Our preferred interpretation is that the distribution of relevant outside offers has shifted in a way that has made labor market transitions, and thus geographic transitions, less desirable to workers.",2014
20066,Job Displacement and the Duration of Joblessness: The Role of Spatial Mismatch | NBER,2014-04-24T12:00:00Z,"This paper presents a new approach to the measurement of the effects of spatial mismatch that takes advantage of matched employer-employee administrative data integrated with a person-specific job accessibility measure, as well as demographic and neighborhood characteristics. The basic hypothesis is that if spatial mismatch is present, then improved accessibility to appropriate jobs should shorten the duration of unemployment. We focus on lower-income workers with strong labor force attachment searching for employment after being subject to a mass layoff - thereby focusing on a group of job searchers that are plausibly searching for exogenous reasons. We construct person-specific measures of job accessibility based upon an empirical model of transport modal choice and network travel-time data, giving variation both across neighborhoods in nine metropolitan areas, as well as across neighbors. Our results support the spatial mismatch hypothesis. We find that better job accessibility significantly decreases the duration of joblessness among lower-paid displaced workers. Blacks, females, and older workers are more sensitive to job accessibility than other subpopulations.",2014
20067,On the Distributive Costs of Drug-Related Homicides | NBER,2014-04-24T12:00:00Z,"This is the first paper to study the economic effects of drug-trafficking organization violence. We exploit the manyfold increase in homicides in 2008-2011 in Mexico resulting from its war on organized drug traffickers to estimate the effect of drug-related homicides on house prices. We use an unusually rich dataset that provides national coverage on house prices and homicides and exploit within-municipality variations. We find that the impact of violence on housing prices is borne entirely by the poor sectors of the population. An increase in homicides equivalent to one standard deviation leads to a 3% decrease in the price of low-income housing. In spite of this large burden on the poor, the willingness to pay in order to reverse the increase in drug-related crime is not high. We estimate it to be approximately 0.1%of Mexico's GDP.",2014
20068,"Understanding Earnings Dynamics: Identifying and Estimating the Changing Roles of Unobserved Ability, Permanent and Transitory Shocks | NBER",2014-04-24T12:00:00Z,We consider a general framework to study the evolution of wage and earnings residuals that incorporates features highlighted by two influential but distinct literatures in economics: (i) unobserved skills with changing non-linear pricing functions and (ii) idiosyncratic shocks with both permanent and transitory components.</p>,2014
20069,Firms and the Economics of Skilled Immigration | NBER,2014-04-24T12:00:00Z,"Firms play a central role in the selection, sponsorship, and employment of skilled immigrants entering the United States for work through programs like the H-1B visa. This role has not been widely recognized in the literature, and the data to better understand it have only recently become available. This chapter discusses the evidence that has been assembled to date in understanding the impact of high skilled immigration from the perspective of the firm and the open areas that call for more research. Since much of the U.S. immigration process for skilled workers rests in the hands of employer firms, a stronger understanding of these implications is essential for future policy analysis, particularly for issues relating to fostering innovation.",2014
20070,Macroeconomic Drivers of Bond and Equity Risks | NBER,2014-04-24T12:00:00Z,"Our new model of consumption-based habit formation preferences generates loglinear, homoskedastic macroeconomic dynamics and time-varying risk premia on bonds and stocks. Consumers' first-order condition for the real risk-free interest rate takes the form of an exactly loglinear consumption Euler equation, commonly assumed in New Keynesian models. Estimating the model separately for 1979-2001 and 2001-2011 explains why the exposure of US Treasury bonds to the stock market changed from positive to negative. A change in the comovement between inflation and the output gap explains changing bond risks, but only when risk premia change endogenously as predicted by the model.",2014
20071,Do ETFs Increase Volatility? | NBER,2014-04-24T12:00:00Z,"We study whether exchange traded funds (ETFs)--an asset of increasing importance--impact the volatility of their underlying stocks. Using identification strategies based on the mechanical variation in ETF ownership, we present evidence that stocks owned by ETFs exhibit significantly higher intraday and daily volatility. We estimate that an increase of one standard deviation in ETF ownership is associated with an increase of 16% in daily stock volatility. The driving channel appears to be arbitrage activity between ETFs and the underlying stocks. Consistent with this view, the effects are stronger for stocks with lower bid-ask spread and lending fees. Finally, the evidence that ETF ownership increases stock turnover suggests that ETF arbitrage adds a new layer of trading to the underlying securities.",2014
20072,Investment Noise and Trends | NBER,2014-04-24T12:00:00Z,"During the past few decades, the fraction of the equity market owned directly by individuals declined significantly.  The same period witnessed investment trends that include the growth of indexing as well as shifts by active managers toward lower fees and more index-like investing.  I develop an equilibrium model linking these investment trends to the decline in individual ownership, interpreting the latter as a reduction in noise trading.   Active management corrects most noise-trader induced mispricing, and the fraction left uncorrected shrinks as noise traders' stake in the market declines.  Less mispricing then dictates a smaller footprint for active management.",2014
20073,The Wealthy Hand-to-Mouth | NBER,2014-04-24T12:00:00Z,"The wealthy hand-to-mouth are households who hold little or no liquid wealth (cash, checking, and savings accounts), despite owning sizable amounts of illiquid assets (assets that carry a transaction cost, such as housing or retirement accounts). We use survey data on household portfolios for the U.S., Canada, Australia, the U.K., Germany, France, Italy, and Spain to document the share of such households across countries, their demographic characteristics, the composition of their balance sheets, and the persistence of hand-to-mouth status over the life cycle. The portfolio configuration of the wealthy hand-to-mouth suggests that these households may have a high marginal propensity to consume out of transitory income changes, a prediction for which we find empirical support in PSID data. We explain the implications of this group of consumers for macroeconomic modeling and fiscal policy analysis.",2014
20074,"Market Structure, Reputation, and the Value of Quality Certification | NBER",2014-04-24T12:00:00Z,"Quality certification programs help consumers to identify high-quality products or sellers in markets with information asymmetries. Using data from eBay UK's online marketplace, we study how certification's impact on consumer demand varies with market- and seller-level attributes, exploiting quasi-experimental variation in sellers' certification status. The positive effects of eBay's ""top rated seller"" certification are stronger for categories with relatively few other certified sellers, in more competitive markets, and for sellers with shorter records of past performance. These findings indicate certification provides its greatest value when certification is rare, the product space is crowded, and for sellers lacking established reputations.",2014
20075,Financial Health Economics | NBER,2014-04-24T12:00:00Z,"We provide a theoretical and empirical analysis of the link between financial and real health care markets. This link is important as financial returns drive investment in medical research and development (R&amp;D), which in turn, affects real spending growth. We document a “medical innovation premium” of 4-6% annually for equity returns of firms in the health care sector. We interpret this premium as compensating investors for government-induced profit risk, and we provide supportive evidence for this hypothesis through company filings and abnormal return patterns surrounding threats of government intervention. We quantify the implications of the premium for the growth in real health care spending by calibrating our model to match historical trends, predicting the share of GDP devoted to health care to be 32% in the long run. Policies that had removed government risk would have led to more than a doubling of medical R&amp;D and would have increased the current share of health care spending by more than 3% of GDP.",2014
20076,The Common Factor in Idiosyncratic Volatility: Quantitative Asset Pricing Implications | NBER,2014-04-24T12:00:00Z,"We show that firms’ idiosyncratic volatility obeys a strong factor structure and that shocks to the common factor in idiosyncratic volatility (CIV) are priced. Stocks in the lowest CIV-beta quintile earn average returns 5.4% per year higher than those in the highest quintile. The CIV factor helps to explain a number of asset pricing anomalies. We provide new evidence linking the CIV factor to income risk faced by households. These three facts are consistent with an incomplete markets heterogeneous-agent model. In the model, CIV is a priced state variable because an increase in idiosyncratic firm volatility raises the average household’s marginal utility. The calibrated model matches the high degree of comovement in idiosyncratic volatilities, the CIV-beta return spread, and several other asset price moments.",2014
20077,What is driving the 'African Growth Miracle'? | NBER,2014-04-24T12:00:00Z,"We show that much of Africa's recent growth and poverty reduction can be traced to a substantive decline in the share of the labor force engaged in agriculture. This decline has been accompanied by a systematic increase in the productivity of the labor force, as it has moved from low productivity agriculture to higher productivity manufacturing and services. These declines have been more rapid in countries where the initial share of the labor force engaged in agriculture is the highest and where commodity price increases have been accompanied by improvements in the quality of governance.",2014
20078,"The Evolution of Bank Boards of Directors in New York, 1840-1950 | NBER",2014-04-24T12:00:00Z,"Contemporary bank governance is criticized for manager-dominated (insider) boards of directors, but from the beginning of the nineteenth century, bank presidents appear also to have operated as chairmen of the boards of directors.  However, the managers were constrained by a variety of rules that tended to align the interests of management, shareholders and other stakeholders until the mid-twentieth century.  We trace this development through New York banking law and new data on banks chartered by the State of New York.",2014
20079,Evolving Comparative Advantage and the Impact of Climate Change in Agricultural Markets: Evidence from 1.7 Million Fields around the World | NBER,2014-04-24T12:00:00Z,"A large agronomic literature models the implications of climate change for a variety of crops and locations around the world. The goal of the present paper is to quantify the macro-level consequences of these micro-level shocks. Using an extremely rich micro-level dataset that contains information about the productivity---both before and after climate change---of each of 10 crops for each of 1.7 million fields covering the surface of the Earth, we find that the impact of climate change on these agricultural markets would amount to a 0.26% reduction in global GDP when trade and production patterns are allowed to adjust.",2014
20080,The Role of Proximity in Foreclosure Externalities: Evidence from Condominiums | NBER,2014-04-24T12:00:00Z,"We measure the effect of foreclosures on the sale prices of nearby properties using a dataset of condominiums in Boston. A foreclosure in the same association and at the same address depresses the sale price by 2.5 percent, but properties in the same association but located at a different address have an effect that is tightly estimated at zero. Since properties in the same association are close substitutes, we argue that the evidence points against the pecuniary externality of property coming on the market and toward a physical externality as the source of measured foreclosure externalities.",2014
20081,"Uncertainty Shocks, Asset Supply and Pricing over the Business Cycle | NBER",2014-05-01T12:00:00Z,"This paper estimates a business cycle model with endogenous financial asset supply and ambiguity averse investors. Firms' shareholders choose not only production and investment, but also capital structure and payout policy subject to financial frictions. An increase in uncertainty about profits lowers stock prices and leads firms to substitute away from debt as well as reduce shareholder payout. This mechanism parsimoniously accounts for postwar comovement in investment, stock prices, leverage and payout, at both business cycle and medium term cycle frequencies. Ambiguity aversion permits a Markov-Switching VAR representation of the model, while preserving the effect of uncertainty shocks on the time variation in the equity premium.",2014
20082,Electoral Rules and the Quality of Politicians: Theory and Evidence from a Field Experiment in Afghanistan | NBER,2014-05-01T12:00:00Z,"We examine the effect of electoral rules on the quality of elected officials using a unique field experiment which induced randomized variation in the method of council elections in 250 villages in Afghanistan. In particular, we compare at-large elections, with a single multi-member district, to district elections, with multiple single member districts. We propose a theoretical model where the difference in the quality of elected officials between the two electoral systems occurs because elected legislators have to bargain over policy, which induces citizens in district elections to vote strategically for candidates with more polarized policy positions even at the expense of candidates' competence. Consistent with the predictions of the model, we find that elected officials in at-large elections are more educated than those in district elections and that this effect is stronger in more heterogeneous villages. We also find evidence that elected officials in district elections have more biased preferences.",2014
20083,"Floating a ""Lifeboat"": The Banque de France and the Crisis of 1889 | NBER",2014-05-01T12:00:00Z,"When faced with a run on a ""systemically important"" but insolvent bank in 1889, the Banque de France pre-emptively organized a lifeboat to ensure that depositors were protected and an orderly liquidation could proceed.  To protect the Banque from losses on its lifeboat loan, a guarantee syndicate was formed, penalizing those who had participated in the copper speculation that had caused the crisis bringing the bank down.  Creation of the syndicate and other actions were consistent with mitigating the moral hazard from such an intervention. This episode contrasts the advice given by Bagehot to the Bank of England to counter a panic by lending freely at a high rate on good collateral, allowing insolvent institutions to fail.",2014
20084,Mansion Tax: The Effect of Transfer Taxes on the Residential Real Estate Market | NBER,2014-05-01T12:00:00Z,"Houses and apartments sold in New York and New Jersey at prices above $1 million are subject to the so-called 1% ""mansion tax"" imposed on the full value of the transaction. This policy generates a discontinuity (a ""notch"") in the overall tax liability. We rely on this and other discontinuities to analyze implications of transfer taxes in the real estate market. Using administrative records of property sales, we find robust evidence of substantial bunching and show that the incidence of this tax for transactions local to the discontinuity falls on sellers, may exceed the value of the tax, and is not explained by tax evasion (although supply-side quality adjustments may play a role). Above the notch, the volume of missing transactions exceeds those bunching below the notch. Interpreting our results in the context of an equilibrium bargaining model, we conclude that the market unravels in the neighborhood of the notch: its presence provides strong incentive for buyers and sellers in the proximity of the threshold not to transact. This effect, the identification and recognition of which is novel to this paper, is above and beyond the standard extensive margin response. When present, unraveling affects interpretation and estimation of bunching estimates. Finally, we show that the presence of the tax affects how the market operates away from the threshold---taxation increases price reductions during the search process and in the bargaining stage and weakens the relationship between listing and sale prices. We interpret these results as demonstrating that taxation affects the ultimate allocation in this search market.",2014
20085,"The Effect of Medical Marijuana Laws on Marijuana, Alcohol, and Hard Drug Use | NBER",2014-05-08T12:00:00Z,"21 states and the District of Columbia currently have laws that permit marijuana use for medical purposes, often termed medical marijuana laws (MMLs). We tested the effects of MMLs adopted in seven states between 2004 and 2011 on adolescent and adult marijuana, alcohol, and hard drug use. We employed a restricted-access version of the National Survey on Drug Use and Health (NSDUH) micro-level data with geographic identifiers. For those 21 and older, we found that MMLs led to a relative increase in the probability of marijuana use of 16 percent, an increase in marijuana use frequency of 12-17 percent, and an increase in the probability of marijuana abuse/dependence of 15-27 percent. For those 12-20 years old, we found a relative increase in marijuana use initiation of 5-6 percent. Among those aged 21 or above, MMLs increased the frequency of binge drinking by 6-9 percent, but MMLs did not affect drinking behavior among those 12-20 years old. MMLs had no discernible impact on hard drug use in either age group. Taken together, MML implementation increases marijuana use mainly among those over 21, where there is also a spillover effect of increased binge drinking, but there is no evidence of spillovers to other substance use.",2014
20086,Segregated Security Exchanges with Ex Ante Rights to Trade: A Market-Based Solution to Collateral-Constrained Externalities | NBER,2014-05-01T12:00:00Z,"This paper studies a competitive general equilibrium model with default and endogenous collateralized contracts. The possibility of trade in spot markets creates externalities, as spot prices and the bindingness of collateral constraints interact. We propose a market based solution which overcomes the externalities problem and obviates the needs for any government policy intervention. If agents are allowed to contract ex ante on market fundamentals determining the state-contingent spot prices used to unwind collateral, over and above contracting on true underlying states of the world, then standard existence and welfare theorems apply, that is, competitive equilibria are equivalent with Pareto optima.",2014
20087,"Transfer Payments and the Macroeconomy: The Effects of Social Security Benefit Changes, 1952-1991 | NBER",2014-05-01T12:00:00Z,"From the early 1950s to the early 1990s, increases in Social Security benefits in the United States varied widely in size and timing, and were only rarely undertaken in response to short-run macroeconomic developments.  This paper uses these benefit increases to investigate the macroeconomic effects of changes in transfer payments.  It finds a large, immediate, and statistically significant response of consumption to permanent changes in transfers.  The response appears to decline at longer horizons, however, and there is no clear evidence of effects on industrial production or employment.  These effects differ sharply from the effects of relatively exogenous tax changes: the impact of transfers is faster, but much less persistent and dramatically smaller overall.  Finally, we find strong statistical and narrative evidence of a sharply contractionary monetary policy response to permanent benefit increases that is not present for tax changes.  This may account for the lower persistence of the consumption effects of transfers and their failure to spread to broader indicators of economic activity.",2014
20088,Banning Foreign Pharmacies from Sponsored Search: The Online Consumer Response | NBER,2014-05-01T12:00:00Z,"Increased competition from the internet has raised concerns about the quality of prescription drugs sold online. Given the pressure from the Department of Justice, Google agreed to ban pharmacies not certified by the National Association of Boards of Pharmacy (NABP) from sponsored search listings. Using comScore click-through data originated from health-related queries, we study how the ban affects consumer search and click behavior in a difference-in-differences framework using the synthetic control method. We find that non-NABP-certified pharmacies receive fewer clicks after the ban and this effect is heterogeneous. In particular, pharmacies not certified by the NABP, but certified by other sources (other-certified websites), experience an increase in organic clicks that partially offsets the loss in paid clicks after the ban. In contrast, pharmacies not certified by any certification agencies experience much lower rates of substitution in organic clicks. These results suggest that the ban has increased the search cost for other-certified websites, but at least some consumers overcome the search cost by switching from sponsored to organic links. The lower substitution for uncertified websites may be explained by the rising consumer concerns about the quality of drugs sold on uncertified websites after the ban.",2014
20089,Nationalism and Economic Exchange: Evidence from Shocks to Sino-Japanese Relations | NBER,2014-05-01T12:00:00Z,"We study the impact of nationalism and interstate frictions on international economic relations by analyzing market reaction to adverse shocks to Sino-Japanese relations in 2005 and 2010. Japanese companies with high China exposure suffer relative declines during each event window; a symmetric effect is observed for Chinese companies with high Japanese exposure. The effect on Japanese companies is more pronounced for those operating in industries dominated by Chinese state-owned enterprises, while firms with high Chinese employment experience lower declines. These results emphasize the role of countries' economic and political institutions in mediating the impact of interstate frictions on firm-level outcomes.",2014
20090,Corruption in Chinese Privatizations | NBER,2014-05-01T12:00:00Z,"We document evidence of corruption in Chinese state asset sales. These sales involved stakes in partially privatized firms, providing a benchmark - the price of publicly traded shares - to measure underpricing. Underpricing is correlated with deal attributes associated with misgovernance and corruption. Sales by ""disguised"" owners that misrepresent their state ownership to elude regulatory scrutiny are discounted 5-7 percentage points more than sales by other owners; related party transactions are similarly discounted. Analysis of subsequent operating performance provides suggestive evidence that aggregate ownership transfers improve profitability, though not in cases where the transfers themselves were corrupted.",2014
20091,The Market for High-Quality Medicine | NBER,2014-05-01T12:00:00Z,"This study examines the effect of chain store entry on drug quality and prices in the retail pharmacy market in Hyderabad, India. In contrast to prevailing mom-and-pop pharmacies, chains exploit scale economies to offer high-quality drugs at lower cost. With a unique data set and a natural experiment methodology, we show that chain entry leads to a relative 5 percent improvement in drug quality and a 2 percent decrease in prices at incumbent retailers. These changes do not depend on the socioeconomic status of consumers, suggesting that chain entry improves consumer welfare throughout the market. Despite the likely role of asymmetric information in this market, we show that consumers partially infer these quality improvements. Our findings suggest that in markets with asymmetric information, organizational technologies such as chains may play an important role translating greater demand into higher quality.",2014
20092,Indirect Rule and State Weakness in Africa: Sierra Leone in Comparative Perspective | NBER,2014-05-01T12:00:00Z,"A fundamental problem for economic development is that most poor countries have 'weak state' which are incapable or unwilling to provide basic public goods such as law enforcement, order, education and infrastructure. In Africa this is often attributed to the persistence of 'indirect rule' from the colonial period. In this paper we discuss the ways in which a state constructed on the basis of indirect rule is weak and the mechanisms via which this has persisted since independence in Sierra Leone. We also present a hypothesis as to why the extent to which indirect rule has persisted varies greatly within Africa, linking it to the presence or the absence of large centralized pre-colonial polities within modern countries. Countries which had such a polity, such as Ghana and Uganda, tended to abolish indirect rule since it excessively empowered traditional rulers at the expense of post-colonial elites. Our argument provides a new mechanism which can explain the positive correlation between pre-colonial political centralization and modern public goods and development outcomes.",2014
20093,Foreign STEM Workers and Native Wages and Employment in U.S. Cities | NBER,2014-05-01T12:00:00Z,"Scientists, Technology professionals, Engineers, and Mathematicians (STEM workers) are fundamental inputs in scientific innovation and technological adoption, the main drivers of productivity growth in the U.S. In this paper we identify the effect of STEM worker growth on the wages and employment of college and non-college educated native workers in 219 U.S. cities from 1990 to 2010. In order to identify a supply-driven and heterogeneous increase in STEM workers across U.S. cities, we use the distribution of foreign-born STEM workers in 1980 and exploit the introduction and variation of the H-1B visa program granting entry to foreign-born college educated (mainly STEM) workers. We find that H-1B-driven increases in STEM workers in a city were associated with significant increases in wages paid to college educated natives. Wage increases for non-college educated natives are smaller but still significant. We do not find significant effects on employment. We also find that STEM workers increased housing rents for college graduates, which eroded part of their wage gains. Together, these results imply a significant effect of foreign STEM on total factor productivity growth in the average US city between 1990 and 2010.",2014
20094,Monetary Policy and Real Borrowing Costs at the Zero Lower Bound | NBER,2014-05-01T12:00:00Z,"This paper compares the effects of conventional monetary policy on real borrowing costs with those of the unconventional measures employed after the target federal funds rate hit the zero lower bound (ZLB). For the ZLB period, we identify two policy surprises: changes in the 2-year Treasury yield around policy announcements and changes in the 10-year Treasury yield that are orthogonal to those in the 2-year yield. The efficacy of unconventional policy in lowering real borrowing costs is comparable to that of conventional policy, in that it implies a complete pass-through of policy-induced movements in Treasury yields to comparable-maturity private yields.",2014
20095,Discrimination and the Effects of Drug Testing on Black Employment | NBER,2014-05-01T12:00:00Z,"Nearly half of U.S. employers test job applicants and workers for drugs. A common assumption is that the rise of drug testing must have had negative consequences for black employment. However, the rise of employer drug testing may have benefited African-Americans by enabling non-using blacks to prove their status to employers. I use variation in the timing and nature of drug testing regulation to identify the impacts of testing on black hiring. Black employment in the testing sector is suppressed in the absence of testing, a finding which is consistent with ex ante discrimination on the basis of drug use perceptions. Adoption of pro-testing legislation increases black employment in the testing sector by 7-30% and relative wages by 1.4-13.0%, with the largest shifts among low skilled black men. Results further suggest that employers substitute white women for blacks in the absence of testing.",2014
20096,Corporate Governance and the Development of Manufacturing Enterprises in Nineteenth-Century Massachusetts | NBER,2014-05-01T12:00:00Z,"This paper analyzes the use of the corporate form among nineteenth-century manufacturing firms in Massachusetts, from newly collected data from 1875. An analysis of incorporation rates across industries reveals that corporations were formed at higher rates among industries in which firm size was larger.  But conditional on firm size, the industries in which production was conducted in factories, rather than artisanal shops, saw more frequent use of the corporate form. On average, the ownership of the corporations was quite concentrated, with the directors holding 45 percent of the shares.  However, the corporations whose shares were quoted on the Boston Stock Exchange were 'widely held' at rates comparable to modern American public companies.  The production methods utilized in in different industries also influenced firms' ownership structures. In many early factories, steam power was combined with unskilled labor, and managers likely performed a complex supervisory role that was critical to the success of the firm.  Consistent with the notion that monitoring management was especially important among such firms, corporations in industries that made greater use of steam power and unskilled labor had more concentrated ownership, higher levels of managerial ownership, and smaller boards of directors.",2014
20097,Is Smoking Inferior? Evidence from Variation in the Earned Income Tax Credit | NBER,2014-05-01T12:00:00Z,"In this paper we estimate the causal income elasticity of smoking participation, cessation, and cigarette demand conditional upon participation.  Using an instrumental variables (IV) estimation strategy we find that smoking appears to be a normal good among low-income adults: higher instrumented income is associated with an increase in the number of cigarettes consumed and a decrease in smoking cessation.  The magnitude and direction of the changes in the income coefficients from our OLS to IV estimates are consistent with the hypothesis that correlational estimates between income and smoking related outcomes are biased by unobservable characteristics that differentiate higher income smokers from lower income smokers.",2014
